ElecNo,MPNo,PartyName,NameTitle,MPFirstName,MPLastName,PartyStatus
8,14,ไทยศรีวิไลย์,นาย,ทนงศักดิ์,รักอารมณ์,ยังดำเนินการอยู่
8,15,พลังท้องถิ่นไท,นางสาว,วันสว่าง,เต็มชำนาญ,ยังดำเนินการอยู่
8,16,ประชาธิปัตย์,นาย,สรรเสริญ,สมะลาภา,ยังดำเนินการอยู่
8,17,ประชานิยม,นางสาว,ณัฐภรณ์,ชมตระกูล,ยังดำเนินการอยู่
8,18,ภราดรภาพ,นาย,รัชพล,เกิดศิลป์,ยังดำเนินการอยู่
8,19,รักษ์ผืนป่าประเทศไทย,นาง,ธนพรรณ,ศุณะมาลัย,ยังดำเนินการอยู่
8,20,กลาง,นาย,สนั่น,พานทอง,ยังดำเนินการอยู่
8,21,ประชาธิปไตยใหม่,นาย,ประสิทธิ์,พงษ์สมบัติ,ยังดำเนินการอยู่
8,22,เศรษฐกิจใหม่,นาง,สุมาลี,อินทะสุข,ยังดำเนินการอยู่
8,23,ครูไทยเพื่อประชาชน,นางสาว,ธัญญธร,ยุวจิตติ,ยังดำเนินการอยู่
8,24,พลังชาติไทย,นางสาว,รุ้งเพชร,ดิษฐศิริ,ยังดำเนินการอยู่
8,25,พลังรัก,นาย,ปริชัย,ณิชกุลบุญเพ็ง,ยังดำเนินการอยู่
8,26,มหาชน,นางสาว,ภิญญาภรณ์,คงพิทักษ์,ยังดำเนินการอยู่
8,27,ประชาไทย,นางสาว,สิริอร,ลักษมีธนานันต์,ยังดำเนินการอยู่
8,28,เพื่อนไทย,นาย,สันติ,การะลพ,ยังดำเนินการอยู่
8,29,พลเมืองไทย,นางสาว,สุธาสินี,ลาเสือ,ยังดำเนินการอยู่
8,30,ประชาธรรมไทย,นาย,ชัยชนะ,วงศ์จรรยา,ยังดำเนินการอยู่
8,31,มติประชา,นางสาว,เบญสิร์ยา,อภิปัญรัศมิ์,ยังดำเนินการอยู่
8,32,ภาคีเครือข่ายไทย,นางสาว,เบญจพร,ชำนิราชกิจ,ยังดำเนินการอยู่
8,33,ถิ่นกาขาวชาววิไล,นาย,ไพฑูรย์,จันทร์วิบูลย์,ยังดำเนินการอยู่
8,34,พลังศรัทธา,นาย,ชัยนิวัตน์,แสนวันนา,ยังดำเนินการอยู่
9,1,ชาติไทยพัฒนา,พลตรี,เจริญ,สุดโสภา,ยังดำเนินการอยู่
9,2,เพื่อไทย,นาย,สุรชาติ,เทียนทอง,ยังดำเนินการอยู่
9,3,ประชาชาติ,นางสาว,นันทวัน,อินธิแสง,ยังดำเนินการอยู่
9,4,เพื่อชาติ,นางสาว,ประภัสสร,ชูทอง,ยังดำเนินการอยู่
9,5,ประชาธิปัตย์,พลตำรวจตรี,วิชัย,สังข์ประไพ,ยังดำเนินการอยู่
9,6,พลังประชารัฐ,นาย,สิระ,เจนจาคะ,ยังดำเนินการอยู่
9,7,ภูมิใจไทย,นาย,บวรกิตติ์,สันทัด,ยังดำเนินการอยู่
9,8,ชาติพัฒนา,นาย,ชุมพล,รุ่งวิชานิวัฒน์,ยังดำเนินการอยู่
9,9,พลังท้องถิ่นไท,นาย,ศุภกร,จงนภาศิริกูร,ยังดำเนินการอยู่
9,10,ประชาชนปฏิรูป,นาย,ธัชชา,ภิรมย์ชาติ,ยังดำเนินการอยู่
9,11,รวมพลังประชาชาติไทย,นาย,สุรวัช,สุนทรศารทูล,ยังดำเนินการอยู่
9,12,อนาคตใหม่,นาย,กฤษณุชา,สรรเสริญ,ยังดำเนินการอยู่
9,13,เสรีรวมไทย,นาย,ปัณณธร ,รัตน์ภูริเดช,ยังดำเนินการอยู่
9,14,ประชาภิวัฒน์,นาย,พิชิต,จันทร์ประเสริฐ,ยังดำเนินการอยู่
9,15,รักษ์ผืนป่าประเทศไทย,นาย,วีรพัส,เทพา,ยังดำเนินการอยู่
9,16,ประชานิยม,นาย,ฐิตินันต์,ชวนอยู่,ยังดำเนินการอยู่
9,17,ภราดรภาพ,นาย,ณัฐพล,วิสุทธิวงศ์,ยังดำเนินการอยู่
9,18,มติประชา,นาง,อรอุสา,งามเบญจวิชัยกุล,ยังดำเนินการอยู่
9,19,พลังประชาธิปไตย,นาย,พสันต์,ดิษเจริญ,ยังดำเนินการอยู่
9,20,เศรษฐกิจใหม่,นาย,ศักดิภัทร์,สวามิวัสดุ์,ยังดำเนินการอยู่
9,21,พลังปวงชนไทย,นาง,กรรวิการ์,บุตรเนียร,ยังดำเนินการอยู่
9,22,ประชากรไทย,นาย,กฤษฎา,แรงสูงเนิน,ยังดำเนินการอยู่
9,23,ครูไทยเพื่อประชาชน,นางสาว,โสพรรณา,ทิพย์โยธา,ยังดำเนินการอยู่
9,24,พลังชาติไทย,นาย,ฐิตินันทน์,แก้วกิตติกาญจนา,ยังดำเนินการอยู่
9,25,พลังไทสร้างชาติ,จ่าสิบเอก,ไพบูลย์,ภู่ธงแก้ว,ยังดำเนินการอยู่
9,26,พลังสังคม,นาย,ธงชัย,เสี่ยงเทียนชัย,ยังดำเนินการอยู่
9,27,พลังศรัทธา,นาย,สมปอง,เพิ่มมูล,ยังดำเนินการอยู่
9,28,ประชาธิรรมไทย,นาย,รุ่งโรจน์,อิบรอฮีม,ยังดำเนินการอยู่
9,29,มหาชน,นาย,ฟ้าใส,บินสุมัน,ยังดำเนินการอยู่
9,30,ภาคีเครือข่ายไทย,นาง,กนกวรรณ,กล่ำเครือ,ยังดำเนินการอยู่
10,1,เพื่อไทย,นาย,การุณ,โหสกุล,ยังดำเนินการอยู่
10,2,ภูมิใจไทย,นางสาว,นิกกี้,จ้อยเอม,ยังดำเนินการอยู่
10,3,รวมพลังประชาชาติไทย,นางสาว,กัญญาภัค,ปัญญวัต,ยังดำเนินการอยู่
10,4,เสรีรวมไทย,นาย,เฉลิมพล,อุตรัตน์,ยังดำเนินการอยู่
10,5,ชาติพัฒนา,นาย,ชนภัทท์,จันทรุเบกษา,ยังดำเนินการอยู่
10,6,ชาติไทยพัฒนา,นาง,พนารัตน์,ยุกตานนท์,ยังดำเนินการอยู่
10,7,เพื่อชาติ,นางสาว,กุฎารัศมิ์,กุลฉัตร,ยังดำเนินการอยู่
10,8,ไทยศรีวิไลย์,ว่าที่ร้อยตรี,กุลเชษฐ,จีระออน,ยังดำเนินการอยู่
10,9,ประชาชนปฏิรูป,นาย,กนก,โพธิสุวรรณ,ยังดำเนินการอยู่
10,10,พลังท้องถิ่นไท,นาย,ชาลี,ชินรุจน์,ยังดำเนินการอยู่
10,11,ประชาธิปัตย์,นาย,ธัญญ์นิธิ,ชวรัตน์นิธิโชติ,ยังดำเนินการอยู่
10,12,ประชาชาติ,นาย,วัชรเดช,รูปขจร,ยังดำเนินการอยู่
10,13,พลังประชารัฐ,นาง,กนกนุช,กลิ่นสังข์,ยังดำเนินการอยู่
10,14,ประชาภิวัฒน์,นาย,ณฐกร,วรอุไร,ยังดำเนินการอยู่
10,15,สยามพัฒนา,นาวาอากาศตรี,สมศักดิ์,วัดสังข์,ยังดำเนินการอยู่
10,16,ประชานิยม,นาย,แพ,ทับทิมเพ็ชร,ยังดำเนินการอยู่
10,17,อนาคตใหม่,นาย,ธนากร,ชินอุดมพร,ยังดำเนินการอยู่
10,18,รักษ์ผืนป่าประเทศไทย,นาง,ทัศนีย์,พันธุ์เพียร,ยังดำเนินการอยู่
10,19,มติประชา,นาย,วินิต,รัตนวงศ์,ยังดำเนินการอยู่
10,20,พลังชาติไทย,นาย,โอวาท,พรหมพินิจ,ยังดำเนินการอยู่
10,21,เศรษฐกิจใหม่,นางสาว,ปภาวรินท์,กลิ่นฟุ้ง,ยังดำเนินการอยู่
10,22,ภราดรภาพ,นาย,ธกร,อำพันธ์เปรม,ยังดำเนินการอยู่
10,23,ครูไทยเพื่อประชาชน,นาวาอากาศโท,โกสิต,แหนผัน,ยังดำเนินการอยู่
10,24,ประชาธิปไตยใหม่,นาย,ปัณณวิชญ์,ไพเราะ,ยังดำเนินการอยู่
10,25,แผ่นดินธรรม,นาย,สุเมธ,พลศิริ,ยังดำเนินการอยู่
10,26,ประชาไทย,นาย,ภูวรา,มาตรศรี,ยังดำเนินการอยู่
10,27,ภาคีเครือข่ายไทย,นาย,ไพบูลย์,บรรจง,ยังดำเนินการอยู่
10,28,ประชาธรรมไทย,นาย,วิสายันต์,นีระวงศ์,ยังดำเนินการอยู่
10,29,ไทรักธรรม,นาย,วชิร,สถาวรัตนกุล,ยังดำเนินการอยู่
11,1,ประชาชาติ,นาย,อรรถภพ,ว่องธนวณิช,ยังดำเนินการอยู่
11,2,รวมพลังประชาชาติไทย,นาย,ธัชนนท์,สว่างศรี,ยังดำเนินการอยู่
11,3,ประชาภิวัฒน์,นาย,สำราญ,พีระเพ็ญกุล,ยังดำเนินการอยู่
11,4,เสรีรวมไทย,นาย,ชูเดช,พันทวี,ยังดำเนินการอยู่
11,5,พลังธรรมใหม่,นางสาว,พรทิพย์,ศรีสวัสดิ์,ยังดำเนินการอยู่
11,6,ชาติไทยพัฒนา,นาย,แปลก,มาลีสี,ยังดำเนินการอยู่
11,7,พลังประชารัฐ,นาย,อิทธิพัทธ์ ,เศรษฐยุกานนท์,ยังดำเนินการอยู่
11,8,ประชาธิปัตย์,นาย,สมชาย,วสารัชตระกูล,ยังดำเนินการอยู่
11,9,เพื่อชาติ,นาย,ภาคิน,นิธิโชติการ,ยังดำเนินการอยู่
11,10,ภูมิใจไทย,นาย,ฉัตรวัชร์ ,ศรีธนะเวทย์,ยังดำเนินการอยู่
11,11,ประชาชนปฏิรูป,นางสาว,สุมาตร ,จงนบกลาง,ยังดำเนินการอยู่
11,12,เพื่อไทย,นาวาอากาศเอก,อนุดิษฐ์ ,นาครทรรพ,ยังดำเนินการอยู่
11,13,อนาคตใหม่,นาย,นิกม์,แสงศิรินาวิน,ยังดำเนินการอยู่
11,14,พลังท้องถิ่นไท,นาย,ศักดิ์ชาย ,อินทะแพทย์,ยังดำเนินการอยู่
11,15,ชาติพัฒนา,พลโท,นุมนตรี ,วัฒนศิริ,ยังดำเนินการอยู่
11,16,ประชานิยม,นางสาว,ดุษฎี ,อังคณาวิศัลย์,ยังดำเนินการอยู่
11,17,พลังชาติไทย,นาย,กิตติภพ ,สิงอ่อน,ยังดำเนินการอยู่
11,18,ประชาธิปไตยใหม่,นาย,นวพัฒน์ ,มโนหวัน,ยังดำเนินการอยู่
11,19,เศรษฐกิจใหม่,นาย,สมชาย,ยนวิลาศ,ยังดำเนินการอยู่
11,20,พลังปวงชนไทย,นาย,กิตติธร,เตชะกฤตเมธีพงศ์,ยังดำเนินการอยู่
11,21,รักษ์ผืนป่าประเทศไทย,นาย,ธนนริศร์ ,ทิมทองกุลเสฏฐ์,ยังดำเนินการอยู่
11,22,ครูไทยเพื่อประชาชน,นาย,อำนาจ,สุดใจนาค,ยังดำเนินการอยู่
11,23,ไทยรักษาชาติ,นางสาว,ขัตติยดา,ไชยโย,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
11,24,ภราดรภาพ,นางสาว,ธันย์สิตา,ชัยภูวเวโรจน์,ยังดำเนินการอยู่
11,25,ประชาไทย,นางสาว,กัญญา,ปาลกะวงศ์ ณ อยุธยา,ยังดำเนินการอยู่
11,26,พลังไทสร้างชาติ,สิบเอก,สิทธิชัย,แสงพันธุ์,ยังดำเนินการอยู่
11,27,ประชาธรรมไทย,นางสาว,ทัศนีย์วรรณ,ชมดี,ยังดำเนินการอยู่
11,28,พลังศรัทธา,นาย,กษาปณ์ ,บริบูรณ์,ยังดำเนินการอยู่
11,29,สามัญชน,นาย,เอกวัฒน์ ,พิมพ์สวรรค์,ยังดำเนินการอยู่
11,30,ไทยศรีวิไลย์,นาย,สิริสุข ,จันทร์แดง,ยังดำเนินการอยู่
11,31,ภาคีเครือข่ายไทย,นางสาว,พิทยา,ชิดชูบัณฑิต,ยังดำเนินการอยู่
12,1,อนาคตใหม่,นาย,เอราวัณ,วานิชย์หานนท์,ยังดำเนินการอยู่
12,2,พลังธรรมใหม่,นาย,ณัฐดนัย,ชนิตร์วัฒน์,ยังดำเนินการอยู่
12,3,เพื่อชาติ,นาย,ปิยะพงษ์,สาครเย็น,ยังดำเนินการอยู่
12,4,รวมพลังประชาชาติไทย,นาย,ณัฐกร,มั่นจิตต์,ยังดำเนินการอยู่
12,5,ชาติพัฒนา,นาย,สมศักดิ์,ภมรเรวดี,ยังดำเนินการอยู่
12,6,ประชาธิปัตย์,นาย,รัฐพงศ์,ระหงษ์,ยังดำเนินการอยู่
12,7,ชาติไทยพัฒนา,นาง,วริยดา,สาสิงห์,ยังดำเนินการอยู่
12,8,เพื่อไทย,นาย,อนุสรณ์,ปั้นทอง,ยังดำเนินการอยู่
12,9,พลังท้องถิ่นไท,นาย,ประสพโชค,ธรรมรักษา,ยังดำเนินการอยู่
12,10,ประชาชาติ,นาย,มนตรี,บุญจรัส,ยังดำเนินการอยู่
12,11,ภูมิใจไทย,นางสาว,ปราณี,เชื้อเกตุ,ยังดำเนินการอยู่
12,12,พลังประชารัฐ,นางสาว,นพวรรณ,หัวใจมั่น,ยังดำเนินการอยู่
12,13,เสรีรวมไทย,นาย,ธนกฤต,ธนิศราพงศ์,ยังดำเนินการอยู่
12,14,รักษ์ผืนป่าประเทศไทย,นาย,สมบัติ,ตั้งก่อเกียรติ,ยังดำเนินการอยู่
12,15,มหาชน,นาง,ธีติมา,พวงเพชรลาภ,ยังดำเนินการอยู่
12,16,ประชาชนปฏิรูป,นาย,ปรีดา,ลิ้มนนทกุล,ยังดำเนินการอยู่
12,17,มติประชา,นางสาว,นาตยา ,มาลีแย้ม,ยังดำเนินการอยู่
12,18,ภราดรภาพ,นาย,เอนก,สนามชัย,ยังดำเนินการอยู่
12,19,เพื่อแผ่นดิน,นาง,พรตชนก,จินดาวรรณ,ยังดำเนินการอยู่
12,20,ประชานิยม,นาย,อัคราเชนทร์,ปิ่นวันนา,ยังดำเนินการอยู่
12,21,ประชาธิปไตยใหม่,นาย,อิทธิพงศ์,พงษ์สมบัติ,ยังดำเนินการอยู่
12,22,ทางเลือกใหม่,นาย,วชิระ,แซ่ตั้ง,ยังดำเนินการอยู่
12,23,พลังปวงชนไทย,นาย,กิตติพงศ์,ท่าพิกุล,ยังดำเนินการอยู่
12,24,เศรษฐกิจใหม่,นาย,วัชรินทร์,อนันต์หน่อ,ยังดำเนินการอยู่
12,25,พลังชาติไทย,นาย,สุชาติ,ตาคำ,ยังดำเนินการอยู่
12,26,ครูไทยเพื่อประชาชน,นางสาว,กนิษฐา,ทองอินทร์,ยังดำเนินการอยู่
12,27,พลังไทยรักไทย,นาง,วิมลทิพย์,มนมณีไทย,ยังดำเนินการอยู่
12,28,ประชาภิวัฒน์,นาย,ธนาวุฒิ,อาจจำเนียร,ยังดำเนินการอยู่
12,29,ประชาไทย,นาย,อนุภาพ,วรรณวิชิต,ยังดำเนินการอยู่
12,30,ประชาธรรมไทย,นาย,เดชาธร,รุ่งสว่างหิรัณย์,ยังดำเนินการอยู่
12,31,พลังไทสร้างชาติ,นาย,วิชัย,ศุขะพันธุ์,ยังดำเนินการอยู่
12,32,ประชากรไทย,นาย,สอาด,คงสกุล,ยังดำเนินการอยู่
12,33,ภาคีเครือข่ายไทย,นาง,สิริรัชช์กร,อริยธนันกร,ยังดำเนินการอยู่
13,1,เพื่อชาติ,นาง,พิมานมาศ ,ภิญญาวัฒน์,ยังดำเนินการอยู่
13,2,รวมพลังประชาชาติไทย,นาย,เกตินิคม ,กฤษณะเศรณี,ยังดำเนินการอยู่
13,3,เพื่อแผ่นดิน,นาย,อรรถ ,ชาญวิชัย,ยังดำเนินการอยู่
13,4,ชาติไทยพัฒนา,ร้อยตำรวจเอก,ศักดิ์ชัย,จีรพรชัย,ยังดำเนินการอยู่
13,5,เพื่อไทย,นาย,ตรีรัตน์,ศิริจันทโรภาส,ยังดำเนินการอยู่
13,6,ภูมิใจไทย,นาย,อัครกฤษ,นุ่นจันทร์,ยังดำเนินการอยู่
13,7,พลังธรรมใหม่,นาย,พรประชา,พรรษาสกุล,ยังดำเนินการอยู่
13,8,ประชาธิปัตย์,นาย,พริษฐ์ ,วัชรสินธุ,ยังดำเนินการอยู่
13,9,พลังประชารัฐ,นาย,ฐิติภัสร์ ,โชติเดชาชัยนันต์,ยังดำเนินการอยู่
13,10,อนาคตใหม่,นางสาว,ณิชชา,บุญลือ,ยังดำเนินการอยู่
13,11,ประชาภิวัฒน์,นาย,สมธีร์,แก้วกา,ยังดำเนินการอยู่
13,12,ชาติพัฒนา,นาย,พรเทพ,จันทรนิภ,ยังดำเนินการอยู่
13,13,พลังท้องถิ่นไท,นาย,กร,ศิรินาม,ยังดำเนินการอยู่
13,14,ประชาชาติ,นาง,วรลักษณ์,ศรีสอาด,ยังดำเนินการอยู่
13,15,ประชาชนปฏิรูป,นาย,ภัทรวรรธน์ ,ประวาหะนาวิน,ยังดำเนินการอยู่
13,16,รักษ์ผืนป่าประเทศไทย,นาย,อภินันท์,ปลอดเปลี่ยว,ยังดำเนินการอยู่
13,17,เสรีรวมไทย,นาย,เบญจรงค์,สวัสดิ์พาณิชย์,ยังดำเนินการอยู่
13,18,ภราดรภาพ,นาย,สรสัณห์,อาภาภิรม,ยังดำเนินการอยู่
13,19,ประชานิยม,นางสาว,ศิรินทร,อินทร,ยังดำเนินการอยู่
13,20,ประชาธิปไตยใหม่,นาง,สมยงค์,ชมภูวิเศษ,ยังดำเนินการอยู่
13,21,เศรษฐกิจใหม่,นาง,นิตยา,ชูกำเหนิด,ยังดำเนินการอยู่
13,22,ทางเลือกใหม่,นาย,อานนท์,ไชยดวง,ยังดำเนินการอยู่
13,23,ครูไทยเพื่อประชาชน,นาย,กิตติชัย,สิงหบุตร,ยังดำเนินการอยู่
13,24,พลังไทยรักไทย,นาย,ธนาวุฒิ,บุญฤทธิ์,ยังดำเนินการอยู่
13,25,พลังประชาธิปไตย,นาย,พิทักษ์,สุริยันต์,ยังดำเนินการอยู่
13,26,พลังชาติไทย,นาย,เลิศเดช,รักไทย,ยังดำเนินการอยู่
13,27,มหาชน,นาย,ธีรพัฒน์,บุญภิรักษ์,ยังดำเนินการอยู่
13,28,พลังปวงชนไทย,นาย,คมฐณิษฎ์ ,ภษิกุญ,ยังดำเนินการอยู่
13,29,พลเมืองไทย,นาย,เรวัต ,ปิยโชติสกุลชัย,ยังดำเนินการอยู่
13,30,ประชาธรรมไทย,นาย,จอมพจน์ ,สร้อยสุวรรณ,ยังดำเนินการอยู่
13,31,ไทรักธรรม,นาย,มนตรี ,ศิริวัฒนาวรากร,ยังดำเนินการอยู่
14,1,ประชาชาติ,นาย,สรายุทธ์,นาทะพันธ์,ยังดำเนินการอยู่
14,2,ภราดรภาพ,นางสาว,อัญชัญ,ชูสกุล,ยังดำเนินการอยู่
14,3,ประชาภิวัฒน์,นาง,ฉวีวรรณ,อิ่มชื่น,ยังดำเนินการอยู่
14,4,เสรีรวมไทย,นาย,ทัฬอิญ,จิรเปรมธนิก,ยังดำเนินการอยู่
14,5,เพื่อไทย,นาย,พลภูมิ,วิภัติภูมิประเทศ,ยังดำเนินการอยู่
14,6,ประชาธิปัตย์,นาย,พรพรหม,วิกิตเศรษฐ์,ยังดำเนินการอยู่
14,7,ชาติพัฒนา,นาย,ณปภัช,จำปา,ยังดำเนินการอยู่
14,8,ภูมิใจไทย,นาย,ชูชีพ,ตรีโภคา,ยังดำเนินการอยู่
14,9,พลังประชารัฐ,นาย,ณริช,ผลานุรักษา,ยังดำเนินการอยู่
14,10,อนาคตใหม่,นาย,ศุภชัย,กุลโชควณิช,ยังดำเนินการอยู่
14,11,ชาติไทยพัฒนา,นาย,ปองเดช,ภิรมย์,ยังดำเนินการอยู่
14,12,พลังธรรมใหม่,นาย,อำนวย,อินทสร,ยังดำเนินการอยู่
14,13,ประชาชนปฏิรูป,นาย,ประทีป,มุสิกชาติ,ยังดำเนินการอยู่
14,14,รวมพลังประชาชาติไทย,นาย,แมน,เจริญวัลย์,ยังดำเนินการอยู่
14,15,เพื่อชาติ,นาย,ชวิศ,ชุมพล,ยังดำเนินการอยู่
14,16,ไทยศรีวิไลย์,นาย,ตฤณธัป,เทพประสิทธิ์,ยังดำเนินการอยู่
14,17,มหาชน,นาย,ณัฐวรรธน์,ถิระวัฒน์,ยังดำเนินการอยู่
14,18,ประชานิยม,นาย,ธรรมศักดิ์,เติมจิตรอารีย์,ยังดำเนินการอยู่
14,19,รักษ์ผืนป่าประเทศไทย,ว่าที่ร้อยโท,วีรพล,วงษ์มะเซาะ,ยังดำเนินการอยู่
14,20,อนาคตไทย,นาย,ประวัติ,เทียนขุนทด,ยังดำเนินการอยู่
14,21,พลังประชาธิปไตย,นาย,พีราวิชญ์,ปัจฉิมนันท์,ยังดำเนินการอยู่
14,22,พลังชาติไทย,นาย,วีระ,อินทรโสภา,ยังดำเนินการอยู่
14,23,เศรษฐกิจใหม่,นาย,สุพจน์,อินทะสุข,ยังดำเนินการอยู่
14,24,ประชาธิปไตยใหม่,นาย,อภิรักษ์,เวียงพล,ยังดำเนินการอยู่
14,25,พลังท้องถิ่นไท,นาง,ชิดชนก,รัตนวราหะ,ยังดำเนินการอยู่
14,26,ครูไทยเพื่อประชาชน,นาย,ธนพัต,สารกิจอาภา,ยังดำเนินการอยู่
14,27,เพื่อนไทย,นาย,สราวุธ,สุวิทยารัตน์,ยังดำเนินการอยู่
14,28,พลังไทสร้างชาติ,นางสาว,พิสมัย,ศุขะพันธุ์,ยังดำเนินการอยู่
14,29,พลเมืองไทย,นางสาว,จิตติมา,หมั่นดี,ยังดำเนินการอยู่
14,30,ประชาธรรมไทย,นาย,รัชธิวรรษ์,รุ่งธีรกุล,ยังดำเนินการอยู่
14,31,ภาคีเครือข่ายไทย,นางสาว,พรรณี,จิตตะ,ยังดำเนินการอยู่
14,32,ถิ่นกาขาวชาววิไล,นาย,กันตพงศ์,คลอวุฒิวัฒน์,ยังดำเนินการอยู่
14,33,พลเมืองไทย,นางสาว,จิตติมา,หมั่นดี,ยังดำเนินการอยู่
15,1,ประชาธิปัตย์,นาย,ธนัตถ์,ธนากิจอำนวย,ยังดำเนินการอยู่
15,2,อนาคตใหม่,นาย,อิงควัศ,อมาตยกุล,ยังดำเนินการอยู่
15,3,พลังท้องถิ่นไท,นางสาว,กัญญฌัช,พรารักษ์,ยังดำเนินการอยู่
15,4,ประชานิยม,นาย,สุรินทร์,งามขำ,ยังดำเนินการอยู่
15,5,ประชาภิวัฒน์,ว่าที่ร้อยตรี,ศิริชัย,เอมสอาด,ยังดำเนินการอยู่
15,6,เพื่อไทย,นาย,วิชาญ,มีนชัยนันท์,ยังดำเนินการอยู่
15,7,ภูมิใจไทย,นาย,พงศ์ไพศาล,มะลูลีม,ยังดำเนินการอยู่
15,8,เพื่อชาติ,นาย,สำคัญต่อชาติ,เอี่ยมอ่ำ,ยังดำเนินการอยู่
15,9,ชาติพัฒนา,นาย,กันตชนม์,ศิวะพิมล,ยังดำเนินการอยู่
15,10,ประชาชนปฏิรูป,นาย,พัลลภ,มีพันธ์,ยังดำเนินการอยู่
15,11,ประชาชาติ,นาง,ทัศนีย์,ชลายนเดชะ,ยังดำเนินการอยู่
15,12,พลังประชารัฐ,นาย,ชาญวิทย์,วิภูศิริ,ยังดำเนินการอยู่
15,13,เสรีรวมไทย,นาย,คณิต,สุขรัตน์,ยังดำเนินการอยู่
15,14,ชาติไทยพัฒนา,นาย,กอบชัย,ซาบุตร,ยังดำเนินการอยู่
15,15,ไทยศรีวิไลย์,นาย,บัณฑิตพงศ์,พรพิรุณ,ยังดำเนินการอยู่
15,16,รวมพลังประชาชาติไทย,นางสาว,ภัทพร,ธนวัฒน์ธาดา,ยังดำเนินการอยู่
15,17,พลังประชาธิปไตย,นาย,ณรงค์,วงศ์แดง,ยังดำเนินการอยู่
15,18,ประชาธิปไตยใหม่,นาง,พรศิริ,จตุรพิพิธพรชัย,ยังดำเนินการอยู่
15,19,รักษ์ผืนป่าประเทศไทย,นาง,พรรณภา,กั้วพิศมัย,ยังดำเนินการอยู่
15,20,เศรษฐกิจใหม่,นาย,วุฒิชัย,จุลวงศ์,ยังดำเนินการอยู่
15,21,พลังปวงชนไทย,นาย,ชัยพงษ์,นาสวัสดิ์,ยังดำเนินการอยู่
15,22,พลังชาติไทย,นางสาว,ปณัฎฎา,อิลาชาน,ยังดำเนินการอยู่
15,23,ครูไทยเพื่อประชาชน,นาย,ธน,สารกิจอาภา,ยังดำเนินการอยู่
15,24,พลังสังคม,นาย,สัจจวัฒน์,แป้นประเสริฐ,ยังดำเนินการอยู่
15,25,กลาง,นางสาว,สุรัสวดี,ตรีเหรา,ยังดำเนินการอยู่
15,26,มหาชน,นางสาว,กัญรภัส,ด้วงมหาสอน,ยังดำเนินการอยู่
15,27,พลังรัก,นาย,ภิรมย์,หัทยานนท์,ยังดำเนินการอยู่
