PartyName,PartyTaxCode,PartyLogo,PLFirstName,PLLastName,PartyFoundingDate (dd-mm-yy),PartyPolicy
พลังชาติไทย,186,IMG73,ทรงกลด,พิพย์รัตน์,31-10-61,"“หาเงินก่อน ทำนโยบาย” เกิดขึ้นเป็นครั้งแรกของประเทศไทย จึงไม่เหมือนใครหรือพรรคใดเพราะ “เงิน” เท่านั้นที่จะแก้ไขปัญหาของประเทศได้ทั้งหมด “พรรคพลังชาติไทย” มี 5 โครงการหาเงิน (กกต.รับรองและถูกต้องตามกฎหมายแล้ว) คือ ขุดคลองไทย, เปิดสถานบันเทิงครบวงจร เช่น ลาสเวกัส, ทำเกษตรอินทรีย์ทั้งประเทศ, เปลี่ยนแปลงการท่องเที่ยวเป็นมาตรฐานสากล และเปิดศูนย์กลางการเงินของโลก รวมรายได้มากมายมหาศาลกว่า 18 ล้านล้านบาท/ปี เป็น “รัฐสวัสดิการ” เช่น ผู้สูงอายุได้ 5,000 บาทต่อเดือน / อสม., อปพร. ...ได้ 5,000 บาทต่อเดือน / สร้างร้านค้าตำบลให้ชาวบ้านทั้ง 7,255 ตำบลทั้งประเทศ และพัฒนาคุณภาพชีวิต เช่น เลิกหนี้ (ล้างหนี้ - ยกหนี้ – ปลดหนี้) ให้ประชาชน"
ประชาชาติไทย,187,IMG74,วันมูหะมัดนอร์,มะทา,31-10-61,"แก้ปัญหาของชาติด้วยวิถีทางประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุขที่ธำรงไว้ซึ่งหลักนิติธรรม ส่งเสริมสังคมพหุวัฒนธรรมที่เคารพให้เกียรติในความแตกต่างหลากหลายทางวัฒนธรรม ยกเลิกและปฏิรูปกฎหมาย กระบวนการยุติธรรม ระบบงบประมาณและภาษีอากรให้เกิดความเป็นธรรม ส่งเสริมระบบรัฐสวัสดิการด้านการศึกษา การรักษาพยาบาลฟรี ระบบบำนาญและสวัสดิการ (เบี้ยผู้สูงอายุ (ปี) 3,000 บาท / เดือน) ยกระดับโครงสร้างพื้นฐานด้านสาธารณูปโภคและคมนาคม แก้ไขปัญหาความยากจน หนี้สิน ความเหลื่อมล้ำทั้งด้านเศรษฐกิจ, สิทธิเสรีภาพ, กฎหมาย, ศักดิ์ศรีและเชิงพื้นที่ ขจัดการทุจริต เกษตรกรมีที่ดินทำกินและเป็นเจ้าของกรรมสิทธิ์ในที่ดิน แก้ไขปัญหาน้ำทั้งระบบ สินค้าเกษตรให้ขายได้ราคาสูงสุด ส่งเสริมการท่องเที่ยวและการกีฬา แก้ปัญหายาเสพติด"
แผ่นดินธรรม,188,IMG75,กรณ์,มีดี,02-11-61,ธนาคารพุทธธนาคารเพื่อชาวพุทธ | บัญญัติให้พระพุทธศาสนาเป็นศาสนาประจำชาติ | เพิ่มวิชาสมาธิภาวนาเป็นวิชาบังคับในโรงเรียนทุกระดับ | ยกเลิกกองทุนน้ำมันดีเซลและลดราคาน้ำมันทุกชนิด | 1 จังหวัด 1 โรงพยาบาลแพทย์แผนไทย | ตั้งกระทรวงชาวนาและกระทรวงยางพารา | แก้กฎหมายความเร็วรถให้เหมาะกับสภาพรถและถนนปัจจุบัน | พักใช้ข้อมูลเครดิตบูโร 1 ปี | นิคมไทยพุทธ 3 จังหวัดชายแดนใต้ | ให้โรงเรียนพระปริยัติสามัญเป็นโรงเรียนของรัฐ
คลองไทย,189,IMG76,สายัณห์,อินทรภักดิ์,02-11-61,ผลักดันโครงการคลองไทยด้วยการเสนอร่างพระราชบัญญัติคลองไทยในสภาผู้แทนราษฎรให้มีกฎหมายรองรับโครงการคลองไทย เพื่อนำรายได้จากโครงการคลองไทยไปพัฒนาเศรษฐกิจและสังคมของประเทศให้มีความมั่นคง มั่งคั่ง ยั่งยืน | แก้ไขปัญหาของประเทศด้านพลังงาน ที่ดินทำกิน ยาเสพติด การทุจริตคอรัปชั่น การค้ามนุษย์ | พัฒนาประเทศตามแผนพัฒนาเศรษฐกิจและสังคมแห่งชาติและแผนงบประมาณรายจ่ายของรัฐให้เกิดประสิทธิภาพสูงสุด
ประชาธรรมไทย,190,IMG77,พิเชษฐ,สถิรชวาล,02-11-61,นโยบายยกระดับคุณภาพชีวิตประชาชนและเพิ่มรายได้ให้กับประชาชนอย่างเท่าเทียมกันในด้านการศึกษา สาธารณสุข ประกันอนาคตชีวิตให้แก่เด็กแรกเกิด สร้างความเสมอภาคและสิทธิเสรีภาพอันเท่าเทียมกัน ให้กับประชาชนทุกเพศ ประกอบกับเพิ่มคุณภาพชีวิตให้กับคนพิการและผู้สูงวัยในด้านการศึกษา คนไทยต้องได้เรียนฟรีอย่างคุณภาพ อย่างเท่าเทียมกัน ตลอดจนพัฒนาคุณภาพชีวิตครูและบุคลากรทางการศึกษาทั้งภาครัฐและเอกชน ด้านเศรษฐกิจ การเพิ่มมูลค่าให้กับสินค้าเกษตร รวมถึงสนับสนุนทุกกลุ่มอาชีพ เปิดตลาดส่งออกใหม่ ขยายตลาดการท่องเที่ยวให้ดีขึ้น ขยายความสัมพันธ์ที่ดีขึ้นกับนานาประเทศเพื่อเพิ่มตลาดการลงทุน การส่งออก และการท่องเที่ยว
ประชานิยม,191,IMG78,ยงยุทธ,เทพจำนงค์,07-11-61,"ให้นายจ้างจ่ายเงินประกันสังคมแทนลูกจ้างทั้งหมด ยกเลิกหักเงินเดือนลูกจ้างร้อยละ 5 ที่นำส่งประกันสังคมสูงสุด 9,000 บาท / คน / ปี, ค่าแรงขั้นต่ำ 360 บาท / คน / วัน ทั่วประเทศ, หยุดกองทัพซื้ออาวุธ 10 ปี นำเงิน 400,000 ล้านบาท ไปพัฒนาประเทศ, เปลี่ยนงบซื้อรถถัง ไปซื้อรถโดยสารปรับอากาศ 10,000 คัน เปลี่ยนงบซื้อรถถัง ไปซื้อรถไถนา, รถดำนา, รถเกี่ยวนวดข้าวประจำหมู่บ้าน และรถตัดอ้อยให้ชาวนา ชาวไร่ใช้ฟรี รับซื้อน้ำยางพาราสด 80 บาท / กิโลกรัม, ผลปาล์มสด 4 บาท / กิโลกรัม, สร้างโรงงานผลิตหมอนยางพารา, ยางรถยนต์ สร้างอาคารรักษาพยาบาลในโรงพยาบาลเพิ่ม 100,000 เตียง, ธนาคารครู, รถตู้ รับ - ส่ง นักเรียน ประจำตำบล"
พลังประชารัฐ,192,IMG79,อุตตม,สาวนายน,07-11-61,สวัสดิการประชารัฐ เพื่อขจัดความเหลื่อมล้ำผ่านบัตรประชารัฐ การให้สวัสดิการรายกลุ่ม ลดหนี้สร้างเงินออม และช่วยเหลือด้านที่อยู่อาศัยและที่ทำกิน | สังคมประชารัฐ เพื่อสร้างสังคมสงบสุข เข้มแข็งแบ่งปัน ผ่านการพัฒนา การศึกษา การกระจายความเจริญ การสร้างเมืองอัจฉริยะสีเขียว การพัฒนาชุมชนสีขาว กรุงเทพ 5.0 | เศรษฐกิจประชารัฐ เพื่อสร้างความสามารถและโอกาสที่เท่าเทียม ผ่านการยกระดับความสามารถผู้ผลิต การเกษตรประชารัฐ การท่องเที่ยวชุมชนและเศรษฐกิจสร้างสรรค์ เศรษฐกิจชีวภาพ การพัฒนาโครงสร้างพื้นฐานแห่งอนาคต และการลดอุปสรรคในการดำเนินธุรกิจ
เศรษฐกิจใหม่,193,IMG80,มิ่งขวัญ,แสงสุวรรณ,08-11-61,"ได้เวลาความสุขของคนไทยทั้งประเทศด้วยระบบเศรษฐกิจใหม่ ( วางตำแหน่งประเทศไทย เพื่อความได้เปรียบและมีศักยภาพสูงในการแข่งขัน, หารายได้เข้าประเทศโดยสร้างระบบการเงินเสรี, ศูนย์กลางการเงิน, พลังงาน, การแพทย์ และอื่นๆ, ดูแลความมั่นคงปลอดภัยในชีวิตและทรัพย์สินของคนไทย, สร้างความสัมพันธ์อันดี ทั้งการค้า การลงทุน การทูตกับนานาชาติ)"
ไทยรุ่งเรือง,194,IMG81,ฉัตรชัย,แนวพญา,08-11-61,คุณธรรมนำการเมืองพูดความจริง ทำในสิ่งที่เป็นไปได้ ทำทุกเรื่องเพื่อประเทศชาติพัฒนาและประชาชนมีความสุข ให้ประชาชนมีส่วนร่วมในการนำเสนอนโยบายและพร้อมที่จะนำไปปฏิบัติ
พลังรัก,195,IMG82,ภรัณ,กิตติวัฒน์,21-11-61,คงไว้ซึ่งระบอบประชาธิปไตยอันมีพระมหากษัตริย์เป็นประมุข พัฒนาคนไทยให้มีศักดิ์ศรี มีภาวะผู้นำเป็นคนดี มีความรู้ความสามารถ และศีลธรรมอันดี สร้างความรัก สามัคคี ส่งเสริมธุรกิจชุมชน โดยประชาชน และเอกชนให้มีส่วนร่วมในการบริหารจัดการในการสร้างรายได้ระดับชุมชนและระดับชาติ แก้ปัญหาเศรษฐกิจตามศาสตร์พระราชา
ชาติพันธุ์ไทย,196,IMG83,พลศุภรักษ์,ศิริจันทรานนท์,21-11-61,ธำรงไว้ซึ่งการปกครองในระบอบประชาธิปไตยอันมีพระมหากษัตริย์เป็นประมุข ยึดมั่นในสถาบันชาติ ศาสนา และพระมหากษัตริย์ มุ่งเน้นความรู้รัก สามัคคีภายในชาติ ที่มีความหลากหลายทางชาติพันธุ์ซึ่งทุกคนเป็นคนไทยเหมือนกันมีความเสมอภาค เท่าเทียมและยุติธรรมไม่มีการแบ่งแยกแตกต่างระหว่างกัน ส่งเสริมการมีส่วนร่วมทุกภาคส่วน | กระจายอำนาจสู่ท้องถิ่นโดยยึดถือฐานรากแห่งสังคม อัตลักษณ์และวัฒนธรรมที่หลากหลาย | ปรับปรุงแก้ไขกฎหมายและการบริหารราชการแผ่นดินเพื่อนำไปสู่การสร้างสังคมแห่งโอกาสและความเท่าเทียมเสมอภาคและเป็นธรรม พร้อมที่จะก้าวเดินไปด้วยกัน
ภูมิพลังเกษตรกรไทย,197,IMG84,คำนึง,พุฒหอม,26-11-61,ควบคุมต้นทุนการผลิตให้ต่ำกว่าราคาผลผลิต นำนวัตกรรมเทคโนโลยีการเกษตรสมาร์ทฟาร์มเมอร์มาช่วยรักษาคุณภาพผลผลิต จัดสรรการใช้น้ำให้พอเพียง จัดสรรทุนการศึกษาให้บุตรหลานเกษตรกรเรียนฟรีถึงปริญญาโทในสถานศึกษาของรัฐ รักษาพยาบาลฟรี หัวหน้าครอบครัวเกษตรกรมีสวัสดิการให้สามารถเลี้ยงครอบครัวได้ภายหลังอายุ 60 ปี นำเกษตรอินทรีย์ดูแลชีวิตของสังคม สนับสนุนส่งเสริมให้มีการรวมตัวของเกษตรกรเพื่อลดต้นทุนการผลิต และใช้ทรัพยากรปัจจัยการผลิตร่วมกัน ลดหนี้ของเกษตรกรให้เป็นศูนย์ภายใน 4 ปี
พลังสังคม,198,IMG85,วิฑูรย์,ชลายนนาวิน,26-11-61,นโยบายแก้ไขปัญหาที่ดินทำกินของราษฎร ให้มีเอกสารสิทธิ์โดยชอบตามกฎหมาย ทุกครัวเรือนโดยปรับปรุงระเบียบและข้อกฎหมายที่เกี่ยวข้อง | นโยบายสหกรณ์พรรคพลังสังคมที่เกี่ยวกับเรื่องที่ดินทำกิน | แก้ไข ปรับปรุงกฎหมาย เครดิตบูโร โดยการผลักดันให้มิให้โดน Blacklist โดยลดเงื่อนไขลง 1 ล้านบาท มิให้เป็นหนี้ | ตั้งศูนย์รับเรื่องราวร้องทุกข์ ทั้ง 4 ภาค ในทุกเรื่องโดยเน้นที่ดินทำกิน
พลังแรงงานไทย,199,IMG86,พิเชษฐ์,ภูแก้ว,26-11-61,ยกเลิกกฎหมายหนี้สินที่ไม่เป็นธรรม | ให้ที่ทำกินครอบครัวละ 5 ไร่ | รักษาพยาบาลฟรี | เรียนฟรีชั้นอนุบาลถึงปริญญา | ยกเลิกหนี้สิน กยส. และ เครดิตบูโร | ยกระดับเกษตรกรและแรงงานสู่สากล
พลังไทสร้างชาติ,200,IMG87,ณภัคธร,ชัยสงคราม,26-11-61,แปลงวุฒิการศึกษาเป็นทุนทรัพย์ เป็นพรรคของเกษตรกร และคนฐานราก สร้างความเท่าเทียมทางสังคม 1 แพทย์ 1 โรงพยาบาลส่งเสริมสุขภาพตำบล สร้างตลาดทุน เพื่อเกษตรกร
พลังศรัทธา,201,IMG88,อนันตร์,บุญรำไพ,26-11-61,เรียนฟรีจนถึงมัธยมปลาย อาหารกลางวันฟรี รถไฟชั้น 3 ฟรี รถเมล์ฟรีเชื่อมโยงทุกภูมิภาค ที่ทำกินฟรี ออกเอกสารสิทธิเสมอภาคปุ๋ยชีวภาพฟรี รักษาพยาบาลฟรี มีครูสอนภาษาต่างประเทศให้นักเรียนและประชาชนฟรี จัดให้มีคลินิกให้คำปรึกษาปัญหาแก้จนฟรี ปลูกไม้ยืนต้นในที่ตนเองได้ทุกชนิดเป็นไม้เศรษฐกิจปลูกได้ตัดได้ ติดตั้งแผงโซล่าเซลฟรี พักหนี้เกษตรกร หนี้ กยศ. และหนี้ราชการ 4 ปี ให้บำนาญราชการตกทอดถึงลูกหลาน และคู่สมรส
พลังแผ่นดินทอง,202,IMG89,อนุวัฒน์,วิใจเงิน,03-12-61,นโยบายและยุทธศาสตร์พรรคพลังแผ่นดินทองการบริหารประเทศมั่งคง มั่งคั่ง และยั่งยืน ระยะ 4 ปี (พ.ศ.2562-2565) รวม 5 นโยบาย 73 แนวทางพัฒนา ดังนี้ นโยบายที่ 1 พัฒนาอาชีพรายได้ของประชาชนเพื่อคุณภาพชีวิตที่ดี นโยบายที่ 2 พัฒนาคนไทย 4.0 เพื่ออนาคตประเทศไทย นโยบายที่ 3 ลดความเหลื่อมล้ำ ความยากจนและจัดสวัสดิการเพื่อคนไทยอยู่ดีมีสุขทั่วหน้า นโยบายที่ 4 ยกระดับการพัฒนาภาคและพื้นที่เป้าหมายทางเศรษฐกิจเพื่อการแข่งขัน นโยบายที่ 5 พัฒนาสร้างอนาคตประเทศไทย
กลาง,203,IMG90,ชุมพล,ครุฑแก้ว,11-12-61,พรรคกลางนำเสนอเทคโนโลยีเพื่อประชาธิปไตย ด้วยประชาธิปไตยทางตรง อำนาจจะอยู่ในมือ(ถือ)ของประชาชนตลอดไป [ปชช.มีส่วนร่วมได้ในทุกการตัดสินใจและเป็นผู้ลงประชามติได้ปีละหลายครั้ง รวมถึงการเสนอนโยบายเองได้ด้วยปลายนิ้ว] เราไม่มีนายทุนชี้นำเบื้องหลัง เราเป็นจิตอาสาจากหลากหลายอาชีพ เสียสละเข้ามาร่วมงาน ก้าวข้ามความขัดแย้ง พัฒนาอย่างสร้างสรรค์ เน้นแก้ปัญหาอย่างยั่งยืน มุ่งสร้างความเที่ยงธรรมในสังคม และ ส่งเสริมการมีส่วนร่วม/รับฟัง/กระจายอำนาจ ส.ส.พรรคกลางจะทำงานต่อเนื่องช่วยเหลือ ปชช. ผ่านศูนย์ร้องเรียน ที่จะช่วยให้คำปรึกษาด้านกฎหมายด้วยเครือข่ายจิตอาสา ส.ส.พรรคกลางจะสอบถามความเห็นสมาชิก/ปชช. ก่อนเข้าไปอภิปราย/ออกเสียงในสภา “ปชช.ทุกคนเป็นนักการเมืองได้”
พลังเพื่อไทย,204,IMG91,เอกวรพงศ์,อำนวยทรัพย์,11-12-61,NULL
ประชาไทย,205,IMG92,บุญยงค์,จันทร์แสง,20-12-61,ก้าวข้ามความขัดแย้ง เชื่อมโยงใจ หลอมรวมไทยทั้งแผ่นดิน ความอยู่รอดประเทศไทยต้องมาก่อน หยุดอาฆาต | สหกรณ์แบ่งปันสร้างสรรค์วิถีไทย แผนพัฒนาอาชีพแห่งชาติตรงยุคสมัยคนไทยมีงานทำ 1 หมู่บ้าน 1 วิสาหกิจ | พลเมืองดีมีที่อยู่ที่ทำกิน ขจัดสิ้นคอร์รัปชัน ยาเสพติด ฟื้นฟูดูแลสิ่งแวดล้อม หยุดประชานิยม สอนคนให้ทำกิน | ลดเหลื่อมล้ำสร้างความเท่าเทียมในทุกด้านตั้งแต่ตั้งครรภ์จนถึงจากไปอย่างสงบอาชีวะจะสร้างชาติ เรียนฟรีมีเงินใช้ | อินเทอร์เน็ตทั่วทิศ กับชีวิตที่รอบรู้ โรงเรียนผู้สูงวัยใส่ใจความรู้ สุขกายสุขใจ เงินทองเหลือใช้ คลังความรู้สู่ชุมชน | ชีวิตปลอดภัย ใส่ใจสิ่งแวดล้อม พลังงานปลอดภัย สดใสสะอาด ใช้อย่างคุ้มค่า เทพบนฟ้าเทวดาบนดิน
กรีน,206,IMG93,พงศา,ชูแนม,20-12-61,ต้นไม้เป็นทรัพย์สิน : ออกกฎหมายรับรองต้นไม้ให้เป็นหลักทรัพย์โดยการออกบัตรคนรวย TAC ; tree asset card | ที่ทำกินถูกต้องเป็นธรรม : คือการออกมาตรการให้ที่ดินทำกินให้ชอบด้วยกฎหมายแก้ปัญหาคนในเขตป่า 17 ล้านคนด้วยแนวทางให้สิทธิสีเขียว right&green | เกษตรกรรมสุขภาพ : เพื่อคุ้มครองสิทธิเกษตรกรที่ผลิตอาหารสุขภาพให้มีความเท่าทัน ตามอุดมการณ์ ลดอำนาจรัฐ ตัดอำนาจทุน หนุนอำนาจประชาชน | สันติภาพยั่งยืน : การให้สภาประชาชนในโลกดิจิทัลตรวจสอบกำกับรัฐและทุน เช่นการใช้สมการราคากำกับสินค้าให้สัมพันธ์กับราคาพืชผล
พัฒนาประเทศไทย,207,IMG94,อติโรจ,บุญใย,20-12-61,"ปลดหนี้กองทุนหมู่บ้าน โดยยกเลิกกองทุนหมู่บ้านไม่เก็บหนี้ที่สมาชิกค้างอยู่ | เพิ่มเงินผู้สูงอายุ (ปี) และคนพิการเป็น 3,600 บาท - 3,720 บาทต่อเดือน | โครงการเกษตรกรร่วมกับโรงสี ร่วมกันส่งออกรัฐบาลเป็นผู้หาตลาดและออร์เดอร์ | ลดราคาสินค้าอุปโภคบริโภคและสินค้าเพื่อการเกษตรทุกรายการโดยรัฐบาล จะลดภาษีให้ผู้ประกอบการ ผู้ประกอบการมีหน้าที่ลดราคาสินค้า | ยกเลิกโครงการ 30 บาท เป็นรักษาฟรี ไม่ต้องมีหนังสือส่งตัว ยาดี รักษาได้ทุกโรงพยาบาลของรัฐ"
ฐานรากไทย,208,IMG95,ญาณวุฒิ,พรหมเดชากุล,25-12-61,การขจัดความยากจนของประชาชนผู้ยากไร้ ด้วยการสร้างงานจำนวนมาก นำมาออกแบบงานให้เกิดเป็นอาชีพต่างๆ ที่เป็นความจำเป็นพื้นฐานของประเทศ หรือเป็นงานที่ตลาดมีความต้องการ ทั้งตลาดเก่าและตลาดเกิดใหม่ เพื่อให้ประชาชนในแต่ละพื้นที่มีงานมีอาชีพอันเป็นพื้นฐานของรายได้ แทนการแจกเงินโดยตรง ขจัดอุปสรรคที่ทำให้ผู้ประกอบสัมมาอาชีวะด้วยความขยันขันแข็งพ้นจาก ความยากจน | กำจัดคนทุจริตทุกรูปแบบ ทั้งในราชการและเอกชนที่เอื้อต่อการผูกขาดตัดตอน เป็นการสมคบกันโกงประชาชน | การคุ้มครองประชาชนด้านการรักษาพยาบาลโรคร้ายแรง แทนการรักษาทุกโรคที่สิ้น
สามัญชน,209,IMG96,เลิศศักดิ์,คำคงศักดิ์,26-12-61,ลดความเหลื่อมล้ำสี่ด้าน คือ 1.ขจัดความเหลื่อมล้ำทางการเมือง โดยการ “กระจายอํานาจ ยกเลิกการบริหารจากสวนกลางสนับสนุนการปกครองส่วนท้องถิ่น สร้างพื้นที่ประชาชน ส่งเสริมเสรีภาพในการแสดงความคิดเห็น การเข้าถึงข้อมูลข่าวสารของภาครัฐ และสนับสนุนให้ประชาชนตัดสินอนาคตด้วยตนเอง”     2. ขจัดความเหลื่อมล้ำทางเศรษฐกิจและแรงงาน กระจายอำนาจการผลิต การประมงและการเกษตร ส่งเสริมการค้าที่เป็นธรรม ปกป้องพื้นที่ทำกิน และการจัดการที่ดินอย่างเป็นธรรม     3.ขจัดความเหลื่อมล้ำทางสังคม วัฒนธรรม และความรู้    4.ขจัดความเหลื่อมล้ำทางสิ่งแวดล้อม ผลักดันกฎหมายอากาศบริสุทธิ์ EIA และการตัดสินใจจากชุมชนต้องมาก่อน คำกล่าวอ้างที่เรียกว่า “การพัฒนาทางเศรษฐกิจ”
พลังครูไทย,210,IMG97,วิทธยา,บริบูรณ์ทรัพย์,02-01-62,ส่งเสริมและพัฒนาการศึกษาให้มีคุณภาพ บริการทั่วถึง หนึ่งครอบครัว หนึ่งปริญญาตรี | ส่งเสริมและพัฒนาด้านเศรษฐกิจ แรงงาน อุตสาหกรรม เกษตรกรรม คมนาคม ที่ดินทำกินให้ประชาชนอยู่ดีกินดี | จัดสวัสดิการให้ประชาชนดำรงชีพได้อย่างมีความสุข ดูแลผู้สูงอายุ และคนพิการเป็นพิเศษ | จัดให้มีบริการด้านสาธารณสุขให้กับประชาชนเท่าเทียมและทั่วถึง | ส่งเสริมการพัฒนาชุมชนในด้านสาธารณูปโภค ให้ประชาชนมีคุณภาพชีวิตที่ดีขึ้น | จัดบริการด้านเทคโนโลยีสารสนเทศทั่วถึง โดยไม่มีค่าใช้จ่าย | ปรับปรุงแก้ไขกฎหมายที่ไม่เป็นธรรมโดยเฉพาะอย่างยิ่งกฎหมายการศึกษา
ภาคีเครือข่ายไทย,211,IMG98,กฤษอนงค์,สุวรรณวงศ์,02-01-62,พลังเครือข่ายอาชีพ เพราะทุกอาชีพคือการสร้างสัมพันธ์เครือข่ายของตนให้เป็นหนึ่งเดียวและเป็นการรวมกำลัง เพื่อสร้างสรรค์และแก้ไข เพื่อพัฒนาในสิ่งที่อาชีพตนเองต้องการอย่างตรงเป้า ทำทั้งระบบ | มรดกพ่อ คือการสืบสานโครงการพ่อ ทำในสิ่งที่มีอยู่แล้ว และพัฒนาต่อให้ดียิ่งๆขึ้นไป พัฒนาและยกระดับการทำเกษตรกรรมและคุณภาพชีวิตเกษตรกรไทย เชื่อมวงจรให้เกิดประสิทธิภาพ และประโยชน์สูงสุดทุกฝ่าย | นวัตกรรมออนไลน์ไซเบอร์ มันไม่ใช่สิ่งใหม่ แต่มันคือ ส่วนหนึ่งในชีวิตของคนในแต่ละยุคนั้นๆ ดังนั้นเพื่อการอยู่อย่างเท่าทันปัจจุบัน ไม่ตกยุค
พลังไทยดี,212,IMG99,สาธุ,อนุโมทามิ,02-01-62,สร้างการปกครองแบบประชาธิปไตยที่เหมาะสมกับสภาพของประเทศชาติ | ปฏิวัติระบบสาธารณสุขไทย ทำให้คนไทยสุขภาพดี แข็งแรง ไม่เจ็บป่วยด้วย สสปช. | นโยบาย สปก. แผ่นดินทองคำ | ปฏิวัติการศึกษาชาติ ด้วยการศึกษานอกระบบด้วยนวัตกรรมออนไลน์ | อาสาสมัครประชาชนทุกคนมีรายได้ | วิถีชีวิต วิถีธรรม ยกระดับความสุขประชาชน | กองทุนพัฒนาชีวิตใหม่ ให้โอกาสคนไทยเข้าถึงแหล่งทุนทุกระดับ | แก้ปัญหาหนี้สิน กยศ. ด้วยการทำความดี ปลดหนี้ได้
เพื่อไทยพัฒนา,213,IMG100,อรอนงค์,บุญโต,02-01-62,เพิ่มรายได้ กระจายโอกาส ชาติมั่นคง เพิ่มรายได้ หนึ่งหมู่บ้าน หนึ่งเศรษฐกิจ หนึ่งตำบล หนึ่งแพทย์แผนไทย ส่งเสริมเศรษฐกิจชุมชนให้เข้มแข็ง เพิ่มทุน เพิ่มตลาด เพิ่มโอกาสการแข่งขัน ประกันราคาพืชผล ส่งเสริมเกษตรอินทรีย์ หนึ่งอำเภอ หนึ่งตลาดการเกษตร กระจายโอกาส กระจายการลงทุนและกระจายกิจกรรมระดับประเทศไปยังกลุ่มจังหวัด ชาติมั่นคง สร้างสังคมแห่งความสมานฉันท์และการเรียนรู้
พัฒนาชาติ,214,IMG101,ชนาธิป,ตามสมัย,23-01-62,NULL
คนงานไทย,215,IMG102,ธีระ,เจียบุญหยก,29-01-62,พรรคคนงานไทยเป็นพรรคที่ก่อตั้งขึ้นโดยกลุ่มคนที่จงรักภักดีต่อชาติ ศาสนา พระมหากษัตริย์ รัฐธรรมนูญเป็นทางเลือกใหม่แห่งความหวังของประชาชนชาวไทยทุกระดับ สร้างสรรค์การศึกษาสู่ประชาชาติ ไม่เป็นทาสสิ่งเสพติด พรรคคนงานไทยจะช่วยเหลือเกษตรกรให้มีพื้นที่เกษตรกรรมเป็นของตนเอง ปรับปรุงพื้นที่ทิ้งร้าง ผลักดันเกษตรแปรรูป ส่งเสริมการส่งออกสินค้าภาคเกษตรกรรม พรรคคนงานไทย จัดการแก้ไขปัญหาเรื่องแรงงานต่างด้าว ปราบปรามการค้ามนุษย์ พรรคคนงานไทย ต่อต้านการคอรัปชั่น มุ่งมั่นและปราบปรามการทุจริตทุกรูปแบบ